Gene name,Gene ID,Expression level
tbck-1,WBGene00016352,0
msp-40,WBGene00003435,0
C33F10.8,WBGene00016356,0
linc-139,WBGene00219657,0
msp-42,WBGene00003437,0
msp-3,WBGene00003424,0
nep-12,WBGene00017842,0
F26G1.9,WBGene00044662,0
F26G1.5,WBGene00017841,0
ttm-2,WBGene00017840,0
C27D9.2,WBGene00016164,0
F41C3.2,WBGene00018268,0
F41C3.11,WBGene00018275,0
ttr-41,WBGene00017374,0
F10G7.6,WBGene00017370,0
T05A7.1,WBGene00020219,0
clec-140,WBGene00020220,0
T05A7.11,WBGene00044383,0
T05A7.12,WBGene00271414,0
lgc-27,WBGene00022283,0
clec-139,WBGene00018050,0
B0304.2,WBGene00015134,0
hlh-1,WBGene00001948,0
T05C1.5,WBGene00020252,0
T12C9.7,WBGene00020461,0
nhr-16,WBGene00003615,0
nhr-273,WBGene00020460,0
nhr-109,WBGene00003699,0
mlt-7,WBGene00022743,0
fkh-6,WBGene00001438,0
H20J04.1,WBGene00019216,0
madf-3,WBGene00019218,0
Y52E8A.2,WBGene00021795,0
clec-135,WBGene00015821,0
fbxc-44,WBGene00015819,0
fbxc-43,WBGene00045297,0
C16A11.10,WBGene00185089,0
C16A11.3,WBGene00015816,0
F31D5.2,WBGene00017945,0
F56D3.1,WBGene00018969,0
R11F4.1,WBGene00020007,0
R11F4.3,WBGene00020009,0
K07D4.1,WBGene00023318,0
Y14H12A.5,WBGene00303364,0
Y14H12A.1,WBGene00021190,0
fbxb-103,WBGene00018746,0
F53C3.11,WBGene00018754,0
F53C3.7,WBGene00018751,0
oac-10,WBGene00016773,0
nhr-75,WBGene00003665,0
F54D10.5,WBGene00018806,0
F54D10.4,WBGene00018805,0
Y8A9A.3,WBGene00021172,0
Y8A9A.4,WBGene00021173,0
T24E12.13,WBGene00195077,0
T24E12.1,WBGene00020771,0
T24E12.2,WBGene00020772,0
sdz-11,WBGene00017408,0
F12E12.11,WBGene00044811,0
srx-106,WBGene00005997,0
F19B10.14,WBGene00271651,0
fbxb-33,WBGene00044314,0
M151.7,WBGene00019799,0
F40E12.1,WBGene00018234,0
W10G11.8,WBGene00023358,0
lgc-45,WBGene00021146,0
W10G11.19,WBGene00021148,0
col-72,WBGene00000648,0
srz-5,WBGene00021722,0
Y49F6B.8,WBGene00021720,0
Y49F6B.12,WBGene00044376,0
C16C8.14,WBGene00015852,0
C16C8.11,WBGene00015849,0
skpo-2,WBGene00015841,0
F18A12.7,WBGene00017556,0
nep-8,WBGene00017553,0
nep-9,WBGene00017554,0
nep-20,WBGene00020293,0
bath-9,WBGene00021725,0
Y49F6C.8,WBGene00021730,0
bath-29,WBGene00017452,0
F14D2.14,WBGene00017462,0
bath-28,WBGene00017461,0
F14D2.15,WBGene00023427,0
F14D2.5,WBGene00017453,0
F14D2.19,WBGene00206522,0
F39E9.1,WBGene00018194,0
sri-63,WBGene00005575,0
nep-13,WBGene00018196,0
wht-4,WBGene00017179,0
fbxc-50,WBGene00015912,0
ZC239.16,WBGene00022574,0
ZC239.14,WBGene00022572,0
ZC239.22,WBGene00194717,0
ZC239.3,WBGene00022566,0
ZC239.4,WBGene00022567,0
sri-53,WBGene00005565,0
Y27F2A.9,WBGene00021300,0
Y27F2A.11,WBGene00045304,0
Y27F2A.6,WBGene00021298,0
fbxc-55,WBGene00021297,0
ins-19,WBGene00002102,0
srh-71,WBGene00005292,0
clec-123,WBGene00021288,0
Y25C1A.2,WBGene00021289,0
Y25C1A.14,WBGene00194985,0
Y25C1A.t1,WBGene00023173,0
Y25C1A.6,WBGene00021293,0
B0454.5,WBGene00015196,0
B0454.26,WBGene00206372,0
K08A2.2,WBGene00019512,0
irld-49,WBGene00020430,0
irld-50,WBGene00020431,0
irld-63,WBGene00022711,0
Y110A2AL.3,WBGene00022440,0
Y110A2AL.9,WBGene00022445,0
Y110A2AL.4,WBGene00022441,0
K12H6.9,WBGene00019689,0
fut-4,WBGene00001507,0
set-13,WBGene00019690,0
nhr-119,WBGene00003709,0
F08D12.2,WBGene00017246,0
F08D12.3,WBGene00017247,0
fbxb-111,WBGene00017254,0
fbxb-106,WBGene00017911,0
T05A8.2,WBGene00020228,0
sri-60,WBGene00005572,0
nspf-3,WBGene00044366,0
ceh-87,WBGene00018022,0
sri-55,WBGene00005567,0
F22E5.2,WBGene00017704,0
F22E5.19,WBGene00023272,0
sri-49,WBGene00005561,0
F22E5.12,WBGene00017710,0
F22E5.21,WBGene00044363,0
lgc-28,WBGene00044301,0
msrp-6,WBGene00017058,0
msrp-5,WBGene00017059,0
sri-39,WBGene00005551,0
F33H12.7,WBGene00045457,0
K02F6.7,WBGene00019341,0
F53G2.12,WBGene00302998,0
pqn-42,WBGene00004129,0
fbxc-20,WBGene00018352,0
F16G10.5,WBGene00017520,0
decr-1.1,WBGene00018380,0
F43C11.8,WBGene00018385,0
ZK1240.8,WBGene00022872,0
ZK1240.2,WBGene00022867,0
ZK1240.3,WBGene00022868,0
B0281.4,WBGene00015111,0
fbxc-25,WBGene00019591,0
K09F6.14,WBGene00271644,0
K09F6.11,WBGene00044361,0
K09F6.4,WBGene00019587,0
K09F6.3,WBGene00019586,0
gba-2,WBGene00016340,0
gba-1,WBGene00016335,0
C33C12.7,WBGene00016339,0
fbxb-38,WBGene00016337,0
C33C12.4,WBGene00016336,0
C40A11.8,WBGene00016551,0
R52.6,WBGene00020078,0
T16A1.10,WBGene00269431,0
fbxc-49,WBGene00020534,0
F07E5.9,WBGene00017214,0
F07E5.8,WBGene00017213,0
F07E5.13,WBGene00304173,0
fbxb-36,WBGene00017211,0
bath-14,WBGene00015016,0
btb-3,WBGene00015013,0
bath-19,WBGene00019132,0
F59H6.14,WBGene00206415,0
bath-5,WBGene00019141,0
bath-1,WBGene00019139,0
cya-2,WBGene00000864,0
F59H6.3,WBGene00019134,0
math-44,WBGene00021193,0
math-50,WBGene00022691,0
F52C6.12,WBGene00018669,0
F52C6.4,WBGene00018661,0
bath-7,WBGene00018667,0
bath-4,WBGene00018665,0
bath-11,WBGene00018664,0
C16C4.18,WBGene00194998,0
math-41,WBGene00020360,0
fbxc-19,WBGene00020361,0
fbxb-10,WBGene00020362,0
C08F1.10,WBGene00015613,0
C08F1.11,WBGene00044417,0
K07G6.1,WBGene00019502,0
ceh-83,WBGene00018446,0
ceh-81,WBGene00018434,0
fbxb-26,WBGene00019035,0
irld-36,WBGene00019036,0
irld-37,WBGene00019038,0
ZC204.12,WBGene00022562,0
C08E3.1,WBGene00015593,0
C08E3.13,WBGene00015605,0
bath-47,WBGene00006464,0
bath-26,WBGene00020329,0
bath-46,WBGene00020325,0
fbxb-46,WBGene00019420,0
fbxb-49,WBGene00019412,0
fbxb-50,WBGene00019413,0
poml-4,WBGene00044697,0
Y51H7BR.7,WBGene00021778,0
Y51H7C.13,WBGene00021791,0
Y51H7C.15,WBGene00044439,0
Y51H7C.10,WBGene00021788,0
Y51H7C.9,WBGene00021787,0
Y51H7C.41,WBGene00302984,0
aat-7,WBGene00000008,0
F54D12.t2,WBGene00023294,0
Y51H7D.1,WBGene00201405,0
C13A10.1,WBGene00015728,0
srz-64,WBGene00021970,0
Y57G7A.6,WBGene00021969,0
Y57G7A.5,WBGene00021968,0
oac-30,WBGene00018573,0
nas-27,WBGene00003545,0
T23F4.2,WBGene00020740,0
col-40,WBGene00000617,0
K02E7.11,WBGene00019315,0
K02E7.12,WBGene00019316,0
C32B5.15,WBGene00016308,0
clec-43,WBGene00019917,0
fbxc-35,WBGene00019930,0
R07C3.17,WBGene00269346,0
R07C3.13,WBGene00019929,0
fbxa-200,WBGene00020304,0
T07D3.9,WBGene00020311,0
T07D3.4,WBGene00020307,0
F28A10.5,WBGene00017873,0
F28A10.13,WBGene00284851,0
F28A10.7,WBGene00017875,0
F28A10.12,WBGene00269337,0
msrp-3,WBGene00018497,0
F46F5.11,WBGene00018502,0
C08G5.9,WBGene00201381,0
C08G5.3,WBGene00015616,0
T02H6.9,WBGene00020179,0
Y39F10C.1,WBGene00021457,0
Y39F10C.3,WBGene00206368,0
K07E8.7,WBGene00019498,0
T04B8.1,WBGene00020203,0
arrd-1,WBGene00020205,0
clec-118,WBGene00021032,0
W04H10.6,WBGene00206417,0
W04H10.5,WBGene00206416,0
W04H10.2,WBGene00021031,0
W08F4.11,WBGene00021100,0
W08F4.10,WBGene00021099,0
W08F4.13,WBGene00044733,0
W08F4.12,WBGene00021101,0
W08F4.7,WBGene00021096,0
mlt-8,WBGene00021095,0
W08F4.5,WBGene00021094,0
lips-7,WBGene00015645,0
mlt-10,WBGene00015646,0
lgc-34,WBGene00020836,0
srh-105,WBGene00005512,0
T27A1.1,WBGene00005324,0
C24H12.3,WBGene00023244,0
C24H12.7,WBGene00016076,0
dnsn-1,WBGene00016074,0
C03H5.10,WBGene00255736,0
ptr-3,WBGene00004218,0
clec-117,WBGene00015193,0
B0432.9,WBGene00015190,0
T01D1.5,WBGene00020150,0
T01D1.3,WBGene00020148,0
T25D3.3,WBGene00020797,0
K10B4.1,WBGene00019613,0
K10B4.8,WBGene00196427,0
srt-54,WBGene00019614,0
amx-3,WBGene00000139,0
try-4,WBGene00006622,0
T03D8.8,WBGene00235157,0
Y44A6D.5,WBGene00012855,0
F38A6.4,WBGene00009528,0
srxa-3,WBGene00012320,0
mlt-11,WBGene00012186,0
W01F3.2,WBGene00012185,0
ttr-13,WBGene00012849,0
srz-18,WBGene00009763,0
F46B3.9,WBGene00009762,0
F46B3.8,WBGene00009761,0
grd-2,WBGene00001691,0
ttr-12,WBGene00009759,0
ttr-57,WBGene00050892,0
ttr-11,WBGene00009758,0
col-163,WBGene00000736,0
F26F2.1,WBGene00009166,0
Y38H6C.18,WBGene00012630,0
Y38H6C.15,WBGene00012627,0
B0250.3,WBGene00007120,0
cnc-7,WBGene00010005,0
F53H2.1,WBGene00010004,0
K02E2.7,WBGene00010508,0
grd-11,WBGene00001700,0
Y38H6A.4,WBGene00014874,0
Y38H6A.3,WBGene00012614,0
Y113G7C.1,WBGene00013771,0
clec-262,WBGene00013831,0
ZC15.3,WBGene00013832,0
ZC15.4,WBGene00014977,0
ZC15.5,WBGene00013833,0
clec-261,WBGene00013834,0
mlt-4,WBGene00013835,0
pqn-94,WBGene00004173,0
Y113G7B.14,WBGene00013763,0
Y113G7B.12,WBGene00013762,0
fbxa-113,WBGene00013757,0
Y113G7B.27,WBGene00195241,0
anr-37,WBGene00219631,0
F19B2.12,WBGene00194812,0
srz-36,WBGene00008943,0
F19B2.6,WBGene00008945,0
Y113G7A.12,WBGene00013749,0
Y113G7A.17,WBGene00194759,0
linc-70,WBGene00219630,0
spe-19,WBGene00013747,0
Y113G7A.19,WBGene00199542,0
Y60A3A.25,WBGene00044211,0
srh-183,WBGene00005398,0
srh-172,WBGene00005388,0
algn-7,WBGene00013362,0
nhr-240,WBGene00013363,0
Y60A3A.16,WBGene00013364,0
chk-2,WBGene00000499,0
Y116F11B.14,WBGene00013829,0
linc-81,WBGene00219636,0
Y116F11B.9,WBGene00013825,0
Y116F11B.2,WBGene00013820,0
M162.15,WBGene00206535,0
clec-50,WBGene00012253,0
clec-49,WBGene00012251,0
W04E12.5,WBGene00012250,0
Y116F11A.4,WBGene00014615,0
srv-3,WBGene00005714,0
Y43F8C.18,WBGene00012839,0
ani-3,WBGene00012835,0
Y43F8C.13,WBGene00012834,0
Y43F8C.9,WBGene00012831,0
Y43F8C.5,WBGene00012827,0
nlp-26,WBGene00003764,0
grsp-1,WBGene00012840,0
oac-1,WBGene00007177,0
phy-4,WBGene00012815,0
Y43F8B.19,WBGene00077688,0
Y43F8B.6,WBGene00012817,0
Y43F8B.28,WBGene00219302,0
Y43F8B.9,WBGene00012819,0
Y43F8B.13,WBGene00012823,0
M04C3.5,WBGene00206418,0
Y43F8B.14,WBGene00012824,0
M04C3.2,WBGene00010851,0
M04C3.1,WBGene00010850,0
C25F9.14,WBGene00045461,0
C25F9.16,WBGene00194803,0
C25F9.11,WBGene00045411,0
C25F9.2,WBGene00007723,0
C25F9.5,WBGene00007725,0
C25F9.10,WBGene00044291,0
C25F9.6,WBGene00007726,0
srw-86,WBGene00005833,0
nceh-1,WBGene00012810,0
Y43F8A.2,WBGene00012809,0
sdz-6,WBGene00008068,0
F21D9.1,WBGene00009015,0
F21D9.4,WBGene00009018,0
str-81,WBGene00006140,0
oac-49,WBGene00012068,0
nhr-79,WBGene00003669,0
Y39B6A.1,WBGene00012664,0
Y39B6A.9,WBGene00012671,0
zhp-4,WBGene00012678,0
Y39B6A.18,WBGene00012679,0
Y39B6A.21,WBGene00012680,0
asp-1,WBGene00000214,0
Y39B6A.25,WBGene00012684,0
Y39B6A.30,WBGene00012689,0
Y39B6A.31,WBGene00012690,0
sws-1,WBGene00012698,0
Y39B6A.42,WBGene00012700,0
ztf-20,WBGene00012702,0
Y80D3A.9,WBGene00013587,0
ceh-51,WBGene00013583,0
cyp-33D3,WBGene00012448,0
C54E10.7,WBGene00195058,0
sri-10,WBGene00005522,0
C54E10.10,WBGene00206523,0
C54E10.11,WBGene00206524,0
F11D11.15,WBGene00050971,0
Y69H2.10,WBGene00013485,0
Y69H2.15,WBGene00050884,0
Y51A2D.13,WBGene00013080,0
Y51A2D.21,WBGene00044210,0
ttr-25,WBGene00013078,0
hmit-1.2,WBGene00013074,0
hmit-1.1,WBGene00013073,0
Y51A2D.18,WBGene00013083,0
srh-179,WBGene00005394,0
ZK228.4,WBGene00013947,0
ZK228.3,WBGene00013946,0
srw-83,WBGene00005830,0
srh-198,WBGene00005409,0
ZK262.2,WBGene00013949,0
srh-209,WBGene00005419,0
srw-81,WBGene00005828,0
Y51A2B.5,WBGene00013069,0
Y51A2B.4,WBGene00013068,0
C08E8.10,WBGene00077692,0
Y51A2A.4,WBGene00013060,0
Y51A2A.3,WBGene00013059,0
fbxa-213,WBGene00012574,0
R10E8.7,WBGene00014821,0
F16H6.10,WBGene00008900,0
F16H6.7,WBGene00008897,0
clec-246,WBGene00008892,0
C14A6.6,WBGene00007570,0
Y37H2A.13,WBGene00045417,0
fbxa-107,WBGene00012564,0
Y37H2A.16,WBGene00050935,0
fbxa-106,WBGene00013348,0
Y59A8B.25,WBGene00044794,0
srh-133,WBGene00005350,0
Y59A8B.26,WBGene00045459,0
C06H5.14,WBGene00219447,0
C06H5.12,WBGene00219445,0
srh-286,WBGene00005490,0
srh-300,WBGene00005504,0
srh-288,WBGene00005492,0
C47A10.12,WBGene00008129,0
twk-36,WBGene00006688,0
cutl-4,WBGene00012304,0
fat-5,WBGene00001397,0
str-77,WBGene00006137,0
Y26G10.5,WBGene00189930,0
Y26G10.4,WBGene00077640,0
Y26G10.1,WBGene00012515,0
F59A1.6,WBGene00010292,0
F59A1.2,WBGene00014779,0
F59A1.12,WBGene00010298,0
dgat-2,WBGene00010296,0
fbxa-191,WBGene00010209,0
Y6G8.6,WBGene00044208,0
Y6G8.16,WBGene00194801,0
C38D9.13,WBGene00235090,0
fbxa-171,WBGene00008009,0
fbxa-172,WBGene00008014,0
C38D9.8,WBGene00008016,0
C18D4.12,WBGene00219493,0
fbxa-136,WBGene00007672,0
srh-261,WBGene00005467,0
scl-24,WBGene00008575,0
str-200,WBGene00006236,0
srh-157,WBGene00005373,0
F20E11.18,WBGene00206495,0
fbxb-7,WBGene00012492,0
F47H4.12,WBGene00043053,0
F47H4.2,WBGene00009835,0
lsy-27,WBGene00009834,0
skr-5,WBGene00004811,0
fbxa-188,WBGene00009839,0
srg-44,WBGene00005201,0
srh-262,WBGene00005468,0
K10G4.10,WBGene00044202,0
Y61B8A.6,WBGene00219383,0
clec-243,WBGene00013470,0
T19C9.8,WBGene00011844,0
srh-252,WBGene00005458,0
srbc-62,WBGene00011840,0
Y68A4A.12,WBGene00014944,0
srsx-1,WBGene00009566,0
F40D4.13,WBGene00009572,0
ZK218.1,WBGene00013935,0
T05E12.6,WBGene00011487,0
T05E12.9,WBGene00045500,0
srw-20,WBGene00005767,0
T05E12.8,WBGene00045382,0
srh-256,WBGene00005462,0
srw-37,WBGene00005784,0
F49H6.6,WBGene00014768,0
F49H6.5,WBGene00009908,0
srh-97,WBGene00005316,0
F49H6.13,WBGene00009914,0
Y102A5C.30,WBGene00014957,0
grd-17,WBGene00001706,0
srbc-80,WBGene00013624,0
clec-239,WBGene00013621,0
Y102A5C.43,WBGene00206509,0
Y102A5C.6,WBGene00014955,0
Y102A5C.36,WBGene00044213,0
fbxa-207,WBGene00013612,0
F09C6.10,WBGene00008620,0
srd-68,WBGene00005145,0
F09C6.1,WBGene00008615,0
F09C6.12,WBGene00044182,0
F09C6.14,WBGene00044278,0
phy-3,WBGene00004026,0
srh-215,WBGene00005425,0
srh-214,WBGene00005424,0
ctps-1,WBGene00012316,0
gyg-2,WBGene00012020,0
srw-42,WBGene00005789,0
srw-44,WBGene00005791,0
srz-1,WBGene00008814,0
F14F8.8,WBGene00008816,0
str-61,WBGene00006125,0
Y70C5B.2,WBGene00077464,0
Y32B12C.3,WBGene00012526,0
Y32B12C.5,WBGene00194769,0
nhr-271,WBGene00011396,0
cpl-1,WBGene00000776,0
srbc-65,WBGene00012523,0
F36D3.16,WBGene00219326,0
F36D3.8,WBGene00009473,0
F36D3.4,WBGene00009470,0
Y32B12A.4,WBGene00012519,0
T08G3.13,WBGene00011621,0
T08G3.4,WBGene00011617,0
F26D2.15,WBGene00009153,0
srh-145,WBGene00005361,0
F13A7.14,WBGene00045357,0
srd-63,WBGene00005140,0
gst-44,WBGene00001792,0
skr-11,WBGene00004817,0
srw-87,WBGene00005834,0
linc-59,WBGene00219594,0
srbc-84,WBGene00044106,0
F28G4.4,WBGene00009229,0
F28G4.2,WBGene00009227,0
cyp-37B1,WBGene00009226,0
str-183,WBGene00006227,0
T13F3.10,WBGene00195117,0
T13F3.8,WBGene00044205,0
nhr-127,WBGene00003717,0
srh-104,WBGene00005323,0
F21H7.6,WBGene00014740,0
F21H7.5,WBGene00009031,0
F21H7.3,WBGene00009029,0
gst-22,WBGene00001770,0
F21H7.2,WBGene00009028,0
srh-281,WBGene00005486,0
K05D4.1,WBGene00014798,0
cyp-33D1,WBGene00010589,0
str-108,WBGene00006160,0
str-99,WBGene00006155,0
F10A3.1,WBGene00008631,0
F44G3.10,WBGene00009710,0
F44G3.7,WBGene00009708,0
fbxa-142,WBGene00044659,0
str-25,WBGene00006092,0
argk-1,WBGene00009706,0
cth-1,WBGene00009048,0
str-7,WBGene00006075,0
srj-29,WBGene00005616,0
nhr-176,WBGene00008830,0
best-12,WBGene00008821,0
ZK285.2,WBGene00013961,0
linc-61,WBGene00195170,0
his-1,WBGene00001875,0
his-3,WBGene00001877,0
his-4,WBGene00001878,0
T10C6.9,WBGene00011690,0
T10C6.16,WBGene00077607,0
str-232,WBGene00006263,0
C06C6.10,WBGene00077606,0
F36G9.15,WBGene00009491,0
fbxa-99,WBGene00009490,0
clec-232,WBGene00009487,0
F36G9.7,WBGene00009486,0
F36G9.4,WBGene00014751,0
T05G11.9,WBGene00077603,0
pzf-1,WBGene00011505,0
cdr-1,WBGene00000412,0
F35E8.10,WBGene00009423,0
gst-38,WBGene00001786,0
T06C12.12,WBGene00011519,0
fbxa-198,WBGene00011514,0
fbxa-197,WBGene00011513,0
srh-151,WBGene00005367,0
srh-152,WBGene00005368,0
nas-40,WBGene00003556,0
srbc-52,WBGene00010024,0
srbc-49,WBGene00010021,0
srbc-48,WBGene00010020,0
srbc-47,WBGene00044103,0
srsx-38,WBGene00012054,0
srbc-74,WBGene00012053,0
T26E4.9,WBGene00012051,0
nhr-60,WBGene00003650,0
str-9,WBGene00006077,0
T23D5.15,WBGene00077597,0
irld-57,WBGene00012401,0
str-101,WBGene00006156,0
nhr-200,WBGene00014800,0
K06B4.3,WBGene00010598,0
K06B4.15,WBGene00077450,0
sru-42,WBGene00005705,0
C55A1.7,WBGene00008324,0
str-23,WBGene00006090,0
C55A1.4,WBGene00008322,0
srg-35,WBGene00005192,0
F28F8.10,WBGene00044219,0
B0391.10,WBGene00007165,0
fbxa-94,WBGene00009225,0
fbxa-95,WBGene00009222,0
prde-1,WBGene00008995,0
str-264,WBGene00007370,0
C06B8.3,WBGene00007369,0
nhr-151,WBGene00077594,0
srh-238,WBGene00005445,0
T26H5.14,WBGene00235133,0
T26H5.6,WBGene00014846,0
srbc-63,WBGene00011541,0
srh-258,WBGene00005464,0
T06E6.15,WBGene00044759,0
fbxa-199,WBGene00005931,0
cyb-3,WBGene00000868,0
T06E6.1,WBGene00011538,0
dhs-23,WBGene00000986,0
ech-1.1,WBGene00001150,0
C29F3.7,WBGene00007807,0
clec-230,WBGene00007806,0
C29F3.3,WBGene00007804,0
wrt-8,WBGene00006954,0
cyp-34A2,WBGene00011699,0
cyp-34A1,WBGene00011698,0
T10H4.4,WBGene00011697,0
srw-22,WBGene00005769,0
M01B2.13,WBGene00045338,0
srsx-39,WBGene00010802,0
srw-15,WBGene00005762,0
srw-14,WBGene00005761,0
srw-24,WBGene00005771,0
srw-1,WBGene00005748,0
Y75B12B.11,WBGene00013573,0
T09F5.10,WBGene00011669,0
srw-25,WBGene00005772,0
clec-47,WBGene00011668,0
srh-278,WBGene00005483,0
str-45,WBGene00006110,0
srh-54,WBGene00005277,0
T09F5.20,WBGene00202514,0
srr-7,WBGene00005658,0
srj-27,WBGene00005615,0
T01G5.1,WBGene00011339,0
T01G5.8,WBGene00077585,0
Y75B12A.1,WBGene00014949,0
C01G10.14,WBGene00007239,0
C01G10.17,WBGene00044658,0
C01G10.4,WBGene00007231,0
C01G10.5,WBGene00007232,0
C01G10.6,WBGene00007233,0
C25D7.18,WBGene00198426,0
C25D7.16,WBGene00050940,0
C25D7.5,WBGene00007717,0
fbxa-82,WBGene00007716,0
C25D7.1,WBGene00007714,0
C25D7.12,WBGene00007721,0
F14H8.8,WBGene00077582,0
F14H8.2,WBGene00008833,0
T01C3.11,WBGene00011325,0
T01C3.3,WBGene00011320,0
cdt-2,WBGene00011318,0
C30G7.4,WBGene00044178,0
C30G7.3,WBGene00044177,0
W09D12.5,WBGene00195859,0
srg-55,WBGene00005212,0
srg-54,WBGene00005211,0
H12D21.9,WBGene00010385,0
mpst-3,WBGene00010383,0
nspa-4,WBGene00044272,0
nspa-5,WBGene00013887,0
W06A7.6,WBGene00195855,0
nspa-8,WBGene00012294,0
W06A7.4,WBGene00012293,0
W06A7.2,WBGene00012291,0
Y50E8A.10,WBGene00013053,0
Y50E8A.19,WBGene00194768,0
Y50E8A.5,WBGene00013048,0
unc-61,WBGene00006795,0
oig-3,WBGene00003861,0
Y50E8A.1,WBGene00013046,0
ssp-33,WBGene00011134,0
slc-25A29,WBGene00008320,0
F43D2.7,WBGene00045516,0
F43D2.3,WBGene00009652,0
R11H6.7,WBGene00077579,0
R02D5.19,WBGene00200259,0
R02D5.3,WBGene00010977,0
clec-55,WBGene00008597,0
clec-56,WBGene00008595,0
F08H9.15,WBGene00235106,0
F08H9.2,WBGene00008590,0
coh-3,WBGene00000592,0
F23B12.1,WBGene00009079,0
nxf-2,WBGene00003835,0
C15H11.13,WBGene00077576,0
C15H11.1,WBGene00007613,0
srm-5,WBGene00044112,0
F47B8.8,WBGene00009809,0
F47B8.5,WBGene00009806,0
F47B8.14,WBGene00044194,0
F47B8.13,WBGene00044193,0
F47B8.1,WBGene00009802,0
F14D7.14,WBGene00045490,0
F14D7.10,WBGene00008797,0
F14D7.7,WBGene00008794,0
F14D7.9,WBGene00008796,0
F14D7.1,WBGene00008788,0
F40G12.10,WBGene00009605,0
F40G12.7,WBGene00009602,0
K02E11.7,WBGene00010516,0
K02E11.6,WBGene00010515,0
K02E11.3,WBGene00010512,0
K02E11.10,WBGene00044109,0
K02E11.15,WBGene00304182,0
ent-3,WBGene00010510,0
ZC376.8,WBGene00013879,0
cest-2.3,WBGene00013873,0
cest-2.2,WBGene00013874,0
cest-2.1,WBGene00013875,0
cest-1.1,WBGene00011362,0
cest-1.2,WBGene00011364,0
AH10.2,WBGene00007083,0
acs-10,WBGene00007082,0
D1086.8,WBGene00008395,0
him-5,WBGene00001864,0
D1086.7,WBGene00008394,0
D1086.6,WBGene00008393,0
D1086.11,WBGene00044081,0
D1086.21,WBGene00304203,0
F58D12.3,WBGene00010250,0
F58D12.1,WBGene00010249,0
T08G5.19,WBGene00219553,0
srh-308,WBGene00010261,0
T26F2.2,WBGene00012058,0
R10D12.7,WBGene00011188,0
R10D12.1,WBGene00011185,0
str-252,WBGene00006278,0
cyp-35C1,WBGene00007362,0
lbp-8,WBGene00002260,0
srx-136,WBGene00006027,0
srx-134,WBGene00006025,0
srx-133,WBGene00006024,0
srx-132,WBGene00006023,0
nrf-5,WBGene00003812,0
oac-33,WBGene00009972,0
F53C11.1,WBGene00009971,0
nas-24,WBGene00003543,0
F20G2.1,WBGene00008985,0
cld-9,WBGene00009432,0
irg-5,WBGene00009429,0
F35E12.6,WBGene00009430,0
F35E12.4,WBGene00009428,0
T01D3.6,WBGene00011330,0
F58G11.7,WBGene00196775,0
F53F4.8,WBGene00009991,0
F53F4.13,WBGene00009995,0
fmo-4,WBGene00001479,0
rdy-2,WBGene00004328,0
F53F4.23,WBGene00198303,0
grl-17,WBGene00001726,0
C56A3.8,WBGene00008346,0
T10G3.3,WBGene00011694,0
Y2H9A.6,WBGene00086568,0
F53F1.6,WBGene00009984,0
F53F1.3,WBGene00009981,0
F53F1.14,WBGene00206489,0
cutl-1,WBGene00009979,0
cpz-2,WBGene00000789,0
lgc-48,WBGene00008223,0
C50B6.9,WBGene00008222,0
C26E1.2,WBGene00007748,0
C26E1.1,WBGene00007747,0
B0365.10,WBGene00219786,0
B0365.2,WBGene00007151,0
F42E8.2,WBGene00009631,0
F42E8.1,WBGene00009630,0
W07G4.8,WBGene00077788,0
W07G4.7,WBGene00077565,0
try-10,WBGene00008849,0
far-3,WBGene00001387,0
far-5,WBGene00001389,0
dsl-7,WBGene00001109,0
F15B9.11,WBGene00138724,0
lin-46,WBGene00003031,0
T16G1.13,WBGene00194787,0
grl-2,WBGene00001711,0
T16G1.3,WBGene00011797,0
T16G1.4,WBGene00011798,0
T16G1.5,WBGene00011799,0
T16G1.6,WBGene00011800,0
T16G1.7,WBGene00011801,0
dhrs-4,WBGene00010063,0
ttr-27,WBGene00011284,0
T07F10.6,WBGene00011592,0
C44H9.2,WBGene00008098,0
ugt-16,WBGene00013901,0
anr-29,WBGene00219638,0
ZC443.1,WBGene00013896,0
ugt-3,WBGene00013903,0
srbc-43,WBGene00013908,0
srbc-44,WBGene00013909,0
F18E2.15,WBGene00219330,0
hrg-7,WBGene00007605,0
str-178,WBGene00006222,0
srx-113,WBGene00006004,0
cyc-2.2,WBGene00013854,0
ZC116.5,WBGene00119204,0
ttr-43,WBGene00007590,0
E02A10.7,WBGene00197036,0
F45D3.1,WBGene00009721,0
T28H10.2,WBGene00012143,0
srt-39,WBGene00012242,0
pals-38,WBGene00008302,0
pals-39,WBGene00008301,0
pals-37,WBGene00138721,0
pals-36,WBGene00044787,0
C54D10.4,WBGene00008299,0
cdr-2,WBGene00008296,0
hrg-2,WBGene00010473,0
K01D12.8,WBGene00010467,0
K01D12.5,WBGene00010464,0
K01D12.3,WBGene00010463,0
K01D12.1,WBGene00010461,0
F23H12.10,WBGene00044218,0
fipr-1,WBGene00009096,0
R04F11.7,WBGene00195587,0
capg-2,WBGene00010093,0
ssp-35,WBGene00010091,0
ugt-55,WBGene00011452,0
myo-3,WBGene00003515,0
lon-3,WBGene00003057,0
clec-224,WBGene00044790,0
col-37,WBGene00000614,0
C27A7.3,WBGene00007755,0
C13C4.6,WBGene00007550,0
C13C4.7,WBGene00007551,0
spin-1,WBGene00007549,0
nhr-153,WBGene00007546,0
